time,current_grade,target_grade,speed,stock_flow,steam,filler,basis_weight,moisture,ash,caliper,off_spec
134,CP100,NB045,1200.0,260.0,3.5,50.78,53.76,8.53,14.38,74.76,1
135,CP100,NB045,1200.0,260.0,3.5,50.68,53.5,8.52,14.29,74.35,1
136,CP100,NB045,1200.0,260.0,3.5,50.58,53.27,8.52,14.27,73.83,1
137,CP100,NB045,1200.0,260.0,3.5,50.48,53.08,8.53,14.25,73.44,1
138,CP100,NB045,1200.0,260.0,3.5,50.38,52.75,8.5,14.19,73.06,1
139,CP100,NB045,1200.0,260.0,3.5,50.28,52.28,8.49,14.18,72.82,1
140,CP100,NB045,1200.0,260.0,3.5,50.18,52.01,8.53,14.13,72.48,1
141,CP100,NB045,1200.0,260.0,3.5,50.08,51.77,8.49,14.1,71.8,1
142,CP100,NB045,1200.0,260.0,3.5,49.98,51.4,8.47,14.02,71.59,1
143,CP100,NB045,1200.0,260.0,3.5,49.88,51.18,8.5,14.03,71.55,1
144,CP100,NB045,1200.0,260.0,3.5,49.78,51.15,8.48,14.03,71.25,1
145,CP100,NB045,1200.0,260.0,3.5,49.68,50.81,8.43,14.01,70.76,1
146,CP100,NB045,1200.0,260.0,3.5,49.58,50.76,8.44,14.02,70.6,1
147,CP100,NB045,1200.0,260.0,3.5,49.48,50.52,8.47,13.95,70.35,1
148,CP100,NB045,1200.0,260.0,3.5,49.38,50.51,8.46,13.86,70.0,1
149,CP100,NB045,1200.0,260.0,3.5,49.28,50.38,8.46,13.88,69.72,1
150,CP100,NB045,1200.0,260.0,3.5,49.18,50.02,8.46,13.92,69.45,1
151,CP100,NB045,1200.0,260.0,3.5,49.08,49.8,8.47,13.93,68.8,1
152,CP100,NB045,1200.0,260.0,3.5,48.98,49.65,8.44,13.95,68.65,1
153,CP100,NB045,1200.0,260.0,3.5,48.88,49.4,8.49,13.87,68.06,1
154,CP100,NB045,1200.0,260.0,3.5,48.78,48.94,8.5,13.82,67.64,1
155,CP100,NB045,1200.0,260.0,3.5,48.68,48.87,8.53,13.87,67.42,1
156,CP100,NB045,1200.0,260.0,3.5,48.58,48.96,8.51,13.82,67.02,1
157,CP100,NB045,1200.0,260.0,3.5,48.48,48.94,8.51,13.83,66.75,1
158,CP100,NB045,1200.0,260.0,3.5,48.38,48.93,8.46,13.81,66.48,1
159,CP100,NB045,1200.0,260.0,3.5,48.28,48.51,8.43,13.75,66.39,1
160,CP100,NB045,1200.0,260.0,3.5,48.18,48.37,8.46,13.7,66.39,1
161,CP100,NB045,1200.0,260.0,3.5,48.08,48.38,8.45,13.64,66.07,1
162,CP100,NB045,1200.0,260.0,3.5,47.98,48.19,8.42,13.61,65.57,1
163,CP100,NB045,1200.0,260.0,3.5,47.88,47.91,8.45,13.56,65.14,1
164,CP100,NB045,1200.0,260.0,3.5,47.78,47.83,8.48,13.53,65.16,1
165,CP100,NB045,1200.0,260.0,3.5,47.68,47.9,8.49,13.48,65.13,1
166,CP100,NB045,1200.0,260.0,3.5,47.58,47.85,8.48,13.47,64.98,1
167,CP100,NB045,1200.0,260.0,3.5,47.48,47.66,8.5,13.42,64.76,1
168,CP100,NB045,1200.0,260.0,3.5,47.38,47.58,8.52,13.35,64.38,1
169,CP100,NB045,1200.0,260.0,3.5,47.28,47.34,8.45,13.25,64.24,1
170,CP100,NB045,1200.0,260.0,3.5,47.18,47.17,8.43,13.22,64.06,1
171,CP100,NB045,1200.0,260.0,3.5,47.08,46.95,8.46,13.16,63.78,1
172,CP100,NB045,1200.0,260.0,3.5,46.98,46.73,8.49,13.08,63.58,1
173,CP100,NB045,1200.0,260.0,3.5,46.88,47.13,8.48,13.15,63.32,1
174,CP100,NB045,1200.0,260.0,3.5,46.78,46.92,8.49,13.1,63.13,1
175,CP100,NB045,1200.0,260.0,3.5,46.68,46.79,8.51,13.09,62.77,1
176,CP100,NB045,1200.0,260.0,3.5,46.58,46.69,8.48,13.0,62.58,1
177,CP100,NB045,1200.0,260.0,3.5,46.48,46.57,8.53,12.99,62.53,1
178,CP100,NB045,1200.0,260.0,3.5,46.38,46.4,8.5,12.93,62.48,1
179,CP100,NB045,1200.0,260.0,3.5,46.28,46.22,8.47,12.89,62.45,1
180,CP100,NB045,1200.0,260.0,3.5,46.18,46.06,8.46,12.82,62.05,0
181,CP100,NB045,1200.0,260.0,3.5,46.08,46.02,8.43,12.82,61.86,0
182,CP100,NB045,1200.0,260.0,3.5,45.98,46.08,8.45,12.78,61.64,0
183,CP100,NB045,1200.0,260.0,3.5,45.88,45.89,8.47,12.77,61.14,0
184,CP100,NB045,1200.0,260.0,3.5,45.78,46.22,8.48,12.71,61.14,1
185,CP100,NB045,1200.0,260.0,3.5,45.68,45.94,8.45,12.63,60.82,0
186,CP100,NB045,1200.0,260.0,3.5,45.58,46.15,8.42,12.66,60.81,1
187,CP100,NB045,1200.0,260.0,3.5,45.48,46.03,8.45,12.69,60.47,0
188,CP100,NB045,1200.0,260.0,3.5,45.38,45.93,8.44,12.58,60.28,0
189,CP100,NB045,1200.0,260.0,3.5,45.28,46.22,8.42,12.59,60.32,1
190,CP100,NB045,1200.0,260.0,3.5,45.18,46.1,8.42,12.59,59.88,0
191,CP100,NB045,1200.0,260.0,3.5,45.08,46.01,8.41,12.52,59.95,0
192,CP100,NB045,1200.0,260.0,3.5,45.0,45.92,8.41,12.54,59.82,0
193,CP100,NB045,1200.0,260.0,3.5,45.0,45.76,8.45,12.5,59.9,0
194,CP100,NB045,1200.0,260.0,3.5,45.0,45.71,8.48,12.48,59.88,0
195,CP100,NB045,1200.0,260.0,3.5,45.0,45.65,8.49,12.45,59.7,0
196,CP100,NB045,1200.0,260.0,3.5,45.0,45.53,8.49,12.45,59.31,0
197,CP100,NB045,1200.0,260.0,3.5,45.0,45.68,8.51,12.47,58.96,0
198,CP100,NB045,1200.0,260.0,3.5,45.0,45.76,8.51,12.42,58.91,0
199,CP100,NB045,1200.0,260.0,3.5,45.0,45.71,8.5,12.46,58.46,0
200,CP100,NB045,1200.0,260.0,3.5,45.0,45.85,8.51,12.41,58.75,0
201,CP100,NB045,1200.0,260.0,3.5,45.0,45.62,8.45,12.39,58.78,0
202,CP100,NB045,1200.0,260.0,3.5,45.0,45.6,8.46,12.36,58.69,0
203,CP100,NB045,1200.0,260.0,3.5,45.0,45.92,8.5,12.29,58.48,0
204,CP100,NB045,1200.0,260.0,3.5,45.0,45.89,8.51,12.25,58.42,0
205,CP100,NB045,1200.0,260.0,3.5,45.0,46.02,8.51,12.21,58.52,0
206,CP100,NB045,1200.0,260.0,3.5,45.0,46.07,8.49,12.17,58.52,0
207,CP100,NB045,1200.0,260.0,3.5,45.0,45.9,8.51,12.18,58.53,0
208,CP100,NB045,1200.0,260.0,3.5,45.0,46.14,8.55,12.2,58.41,1
209,CP100,NB045,1200.0,260.0,3.5,45.0,45.95,8.51,12.17,58.33,0
210,CP100,NB045,1200.0,260.0,3.5,45.0,45.88,8.5,12.2,58.44,0
211,CP100,NB045,1200.0,260.0,3.5,45.0,45.91,8.47,12.23,58.34,0
212,CP100,NB045,1200.0,260.0,3.5,45.0,45.83,8.45,12.2,58.36,0
213,CP100,NB045,1200.0,260.0,3.5,45.0,45.9,8.44,12.17,58.46,0
214,CP100,NB045,1200.0,260.0,3.5,45.0,45.89,8.46,12.18,58.29,0
215,CP100,NB045,1200.0,260.0,3.5,45.0,45.67,8.52,12.15,58.31,0
216,CP100,NB045,1200.0,260.0,3.5,45.0,45.61,8.56,12.16,58.26,0
217,CP100,NB045,1200.0,260.0,3.5,45.0,45.63,8.56,12.19,58.07,0
218,CP100,NB045,1200.0,260.0,3.5,45.0,45.72,8.61,12.21,57.83,0
219,CP100,NB045,1200.0,260.0,3.5,45.0,45.61,8.64,12.2,57.89,0
220,CP100,NB045,1200.0,260.0,3.5,45.0,45.86,8.62,12.23,57.82,0
221,CP100,NB045,1200.0,260.0,3.5,45.0,45.84,8.62,12.24,57.88,0
222,CP100,NB045,1200.0,260.0,3.5,45.0,45.8,8.65,12.23,57.68,0
223,CP100,NB045,1200.0,260.0,3.5,45.0,45.89,8.59,12.2,57.59,0
224,CP100,NB045,1200.0,260.0,3.5,45.0,45.85,8.63,12.18,57.46,0
225,CP100,NB045,1200.0,260.0,3.5,45.0,45.93,8.63,12.15,57.7,0
226,CP100,NB045,1200.0,260.0,3.5,45.0,45.8,8.62,12.19,57.77,0
227,CP100,NB045,1200.0,260.0,3.5,45.0,45.77,8.57,12.23,57.68,0
228,CP100,NB045,1200.0,260.0,3.5,45.0,45.5,8.55,12.25,57.32,0
229,CP100,NB045,1200.0,260.0,3.5,45.0,45.65,8.55,12.24,57.5,0
230,CP100,NB045,1200.0,260.0,3.5,45.0,45.65,8.57,12.19,57.25,0
231,CP100,NB045,1200.0,260.0,3.5,45.0,45.68,8.54,12.2,57.19,0
232,CP100,NB045,1200.0,260.0,3.5,45.0,45.62,8.55,12.21,57.23,0
233,CP100,NB045,1200.0,260.0,3.5,45.0,45.35,8.53,12.24,57.23,0
234,CP100,NB045,1200.0,260.0,3.5,45.0,45.3,8.53,12.27,57.0,0
235,CP100,NB045,1200.0,260.0,3.5,45.0,45.13,8.53,12.27,56.93,0
236,CP100,NB045,1200.0,260.0,3.5,45.0,44.88,8.54,12.27,56.66,0
237,CP100,NB045,1200.0,260.0,3.5,45.0,44.95,8.58,12.32,56.19,0
238,CP100,NB045,1200.0,260.0,3.5,45.0,45.0,8.6,12.28,56.42,0
239,CP100,NB045,1200.0,260.0,3.5,45.0,45.15,8.62,12.28,56.2,0
240,CP100,NB045,1200.0,260.0,3.5,45.0,45.25,8.65,12.25,56.07,0
241,CP100,NB045,1200.0,260.0,3.5,45.0,45.27,8.64,12.27,56.07,0
242,CP100,NB045,1200.0,260.0,3.5,45.0,45.17,8.63,12.23,56.0,0
243,CP100,NB045,1200.0,260.0,3.5,45.0,45.25,8.65,12.25,56.3,0
244,CP100,NB045,1200.0,260.0,3.5,45.0,44.96,8.62,12.17,56.52,0
245,CP100,NB045,1200.0,260.0,3.5,45.0,45.23,8.6,12.14,56.6,0
246,CP100,NB045,1200.0,260.0,3.5,45.0,45.45,8.56,12.17,56.81,0
247,CP100,NB045,1200.0,260.0,3.5,45.0,45.6,8.58,12.15,56.72,0
248,CP100,NB045,1200.0,260.0,3.5,45.0,45.34,8.56,12.16,56.89,0
249,CP100,NB045,1200.0,260.0,3.5,45.0,45.2,8.53,12.11,56.7,0
250,CP100,NB045,1200.0,260.0,3.5,45.0,45.22,8.5,12.11,56.72,0
251,CP100,NB045,1200.0,260.0,3.5,45.0,45.33,8.49,12.08,56.31,0
252,CP100,NB045,1200.0,260.0,3.5,45.0,45.22,8.48,12.07,55.81,0
253,CP100,NB045,1200.0,260.0,3.5,45.0,45.2,8.46,12.07,55.94,0
254,CP100,NB045,1200.0,260.0,3.5,45.0,44.89,8.41,12.11,56.03,0
255,CP100,NB045,1200.0,260.0,3.5,45.0,44.97,8.42,12.07,55.64,0
256,CP100,NB045,1200.0,260.0,3.5,45.0,45.0,8.45,12.04,55.68,0
257,CP100,NB045,1200.0,260.0,3.5,45.0,45.03,8.41,12.0,55.89,0
258,CP100,NB045,1200.0,260.0,3.5,45.0,44.91,8.37,12.04,55.85,0
259,CP100,NB045,1200.0,260.0,3.5,45.0,44.77,8.35,12.05,55.76,0
260,CP100,NB045,1200.0,260.0,3.5,45.0,44.73,8.37,11.98,55.9,0
261,CP100,NB045,1200.0,260.0,3.5,45.0,45.1,8.38,12.0,56.01,0
262,CP100,NB045,1200.0,260.0,3.5,45.0,45.24,8.41,12.0,55.94,0
263,CP100,NB045,1200.0,260.0,3.5,45.0,45.22,8.52,12.01,55.62,0
264,CP100,NB045,1200.0,260.0,3.5,45.0,45.29,8.49,11.95,55.27,0
265,CP100,NB045,1200.0,260.0,3.5,45.0,45.28,8.48,11.99,55.11,0
266,CP100,NB045,1200.0,260.0,3.5,45.0,45.29,8.45,12.03,55.42,0
267,CP100,NB045,1200.0,260.0,3.5,45.0,45.25,8.45,12.1,55.8,0
268,CP100,NB045,1200.0,260.0,3.5,45.0,45.25,8.45,12.13,55.76,0
269,CP100,NB045,1200.0,260.0,3.5,45.0,45.08,8.45,12.13,55.68,0
270,CP100,NB045,1200.0,260.0,3.5,45.0,44.89,8.46,12.17,55.58,0
271,CP100,NB045,1200.0,260.0,3.5,45.0,44.57,8.42,12.16,55.67,0
272,CP100,NB045,1200.0,260.0,3.5,45.0,44.51,8.44,12.13,55.53,0
273,CP100,NB045,1200.0,260.0,3.5,45.0,44.63,8.4,12.12,55.46,0
274,CP100,NB045,1200.0,260.0,3.5,45.0,44.65,8.38,12.15,55.33,0
275,CP100,NB045,1200.0,260.0,3.5,45.0,44.59,8.38,12.1,55.2,0
276,CP100,NB045,1200.0,260.0,3.5,45.0,44.7,8.38,12.07,55.19,0
277,CP100,NB045,1200.0,260.0,3.5,45.0,44.66,8.4,12.11,55.21,0
278,CP100,NB045,1200.0,260.0,3.5,45.0,44.58,8.36,12.11,55.45,0
279,CP100,NB045,1200.0,260.0,3.5,45.0,44.59,8.37,12.01,55.43,0
280,CP100,NB045,1200.0,260.0,3.5,45.0,44.66,8.37,12.04,55.5,0
281,CP100,NB045,1200.0,260.0,3.5,45.0,44.72,8.41,12.03,55.61,0
282,CP100,NB045,1200.0,260.0,3.5,45.0,44.87,8.48,11.99,55.64,0
283,CP100,NB045,1200.0,260.0,3.5,45.0,44.87,8.46,12.07,55.61,0
284,CP100,NB045,1200.0,260.0,3.5,45.0,44.68,8.51,12.02,55.69,0
285,CP100,NB045,1200.0,260.0,3.5,45.0,44.93,8.49,12.08,55.57,0
286,CP100,NB045,1200.0,260.0,3.5,45.0,44.93,8.51,12.05,55.26,0
287,CP100,NB045,1200.0,260.0,3.5,45.0,45.0,8.5,12.15,54.98,0
288,CP100,NB045,1200.0,260.0,3.5,45.0,45.04,8.54,12.1,55.08,0
289,CP100,NB045,1200.0,260.0,3.5,45.0,45.02,8.49,12.05,55.11,0
290,CP100,NB045,1200.0,260.0,3.5,45.0,44.93,8.5,12.02,54.94,0
291,CP100,NB045,1200.0,260.0,3.5,45.0,44.93,8.54,11.98,54.86,0
292,CP100,NB045,1200.0,260.0,3.5,45.0,44.93,8.5,11.98,55.05,0
293,CP100,NB045,1200.0,260.0,3.5,45.0,45.03,8.49,11.97,55.07,0
294,CP100,NB045,1200.0,260.0,3.5,45.0,44.95,8.52,11.95,55.17,0
295,CP100,NB045,1200.0,260.0,3.5,45.0,44.9,8.45,11.92,55.19,0
296,CP100,NB045,1200.0,260.0,3.5,45.0,44.91,8.46,11.94,55.4,0
297,CP100,NB045,1200.0,260.0,3.5,45.0,44.95,8.46,11.95,55.48,0
298,CP100,NB045,1200.0,260.0,3.5,45.0,44.84,8.41,11.93,55.65,0
299,CP100,NB045,1200.0,260.0,3.5,45.0,44.84,8.46,11.96,55.5,0
300,CP100,NB045,1200.0,260.0,3.5,45.0,44.72,8.51,11.99,55.53,0
1,CP100,CB250,942.83,583.0,4.65,101.33,101.18,5.35,19.89,110.36,1
2,CP100,CB250,935.79,595.78,4.7,102.64,102.2,5.51,19.82,110.73,1
3,CP100,CB250,928.86,608.35,4.75,103.93,103.5,5.61,19.71,111.12,1
4,CP100,CB250,922.04,620.71,4.8,105.2,104.74,5.76,19.55,111.79,1
5,CP100,CB250,915.34,632.87,4.85,106.45,106.03,5.81,19.47,112.51,1
6,CP100,CB250,908.75,644.82,4.9,107.67,107.28,5.82,19.43,113.06,1
7,CP100,CB250,902.27,656.57,4.95,108.88,108.29,5.9,19.37,113.89,1
8,CP100,CB250,895.9,668.13,5.0,110.06,109.64,6.03,19.31,114.87,1
9,CP100,CB250,889.64,679.5,5.05,111.23,110.22,6.05,19.35,115.5,1
10,CP100,CB250,883.48,690.67,5.1,112.38,110.75,6.14,19.31,116.08,1
11,CP100,CB250,877.42,701.66,5.15,113.5,111.65,6.21,19.32,116.77,1
12,CP100,CB250,871.46,712.47,5.2,114.61,112.39,6.26,19.32,117.49,1
13,CP100,CB250,865.6,723.09,5.25,115.7,113.39,6.33,19.32,118.37,1
14,CP100,CB250,859.84,733.54,5.3,116.77,114.29,6.39,19.36,119.04,1
15,CP100,CB250,854.18,743.81,5.35,117.83,115.15,6.42,19.29,119.73,1
16,CP100,CB250,848.61,753.92,5.4,118.86,116.17,6.43,19.3,120.47,1
17,CP100,CB250,843.13,763.85,5.45,119.88,117.05,6.53,19.32,121.38,1
18,CP100,CB250,837.75,773.62,5.5,120.88,117.99,6.52,19.3,122.27,1
19,CP100,CB250,832.45,783.23,5.55,121.87,119.0,6.55,19.34,123.15,1
20,CP100,CB250,827.24,792.67,5.6,122.84,120.02,6.59,19.37,123.77,1
21,CP100,CB250,822.12,801.96,5.65,123.79,121.12,6.63,19.41,124.74,1
22,CP100,CB250,817.09,811.1,5.7,124.73,121.96,6.67,19.4,125.57,1
23,CP100,CB250,812.14,820.08,5.75,125.65,122.95,6.72,19.4,125.96,1
24,CP100,CB250,807.27,828.91,5.8,126.55,124.2,6.73,19.4,126.8,1
25,CP100,CB250,802.48,837.59,5.85,127.45,125.31,6.69,19.44,127.88,1
26,CP100,CB250,797.77,846.13,5.9,128.32,126.12,6.68,19.47,128.77,1
27,CP100,CB250,793.14,854.53,5.95,129.18,127.57,6.72,19.55,129.71,1
28,CP100,CB250,788.59,862.79,6.0,130.03,128.99,6.7,19.59,130.66,1
29,CP100,CB250,784.11,870.91,6.05,130.86,130.07,6.72,19.62,131.77,1
30,CP100,CB250,779.71,878.9,6.1,131.68,131.3,6.7,19.7,132.5,1
31,CP100,CB250,775.38,886.75,6.15,132.49,132.35,6.69,19.75,133.53,1
32,CP100,CB250,771.13,894.47,6.2,133.28,133.63,6.76,19.76,134.66,1
33,CP100,CB250,766.94,902.06,6.25,134.06,134.88,6.74,19.9,135.84,1
34,CP100,CB250,762.83,909.53,6.3,134.82,135.93,6.72,20.01,136.67,1
35,CP100,CB250,758.78,916.87,6.35,135.58,137.26,6.74,20.07,137.69,1
36,CP100,CB250,754.8,924.09,6.4,136.32,138.44,6.76,20.13,138.86,1
37,CP100,CB250,750.89,931.18,6.45,137.04,139.42,6.74,20.14,139.91,1
38,CP100,CB250,747.04,938.16,6.5,137.76,140.77,6.72,20.23,141.15,1
39,CP100,CB250,743.25,945.03,6.55,138.46,141.75,6.7,20.33,142.14,1
40,CP100,CB250,739.53,951.78,6.6,139.16,143.07,6.7,20.41,143.24,1
41,CP100,CB250,735.87,958.42,6.65,139.84,144.32,6.63,20.49,144.48,1
42,CP100,CB250,732.28,964.94,6.7,140.51,145.74,6.61,20.51,145.51,1
43,CP100,CB250,728.74,971.36,6.75,141.17,146.92,6.64,20.63,146.6,1
44,CP100,CB250,725.26,977.67,6.8,141.81,148.32,6.64,20.73,147.57,1
45,CP100,CB250,721.84,983.88,6.85,142.45,150.04,6.62,20.82,148.62,1
46,CP100,CB250,718.47,989.98,6.9,143.07,151.32,6.55,20.88,149.93,1
47,CP100,CB250,715.17,995.98,6.95,143.69,152.51,6.52,20.97,151.15,1
48,CP100,CB250,711.91,1001.88,7.0,144.3,153.92,6.52,21.0,152.42,1
49,CP100,CB250,708.71,1007.68,7.05,144.89,155.03,6.51,21.1,153.33,1
50,CP100,CB250,705.57,1013.39,7.1,145.48,156.35,6.45,21.16,154.75,1
51,CP100,CB250,702.48,1019.0,7.15,146.05,157.65,6.45,21.29,156.0,1
52,CP100,CB250,699.44,1024.51,7.2,146.62,158.78,6.41,21.32,157.3,1
53,CP100,CB250,696.44,1029.94,7.2,147.17,159.96,6.39,21.39,158.71,1
54,CP100,CB250,693.5,1035.27,7.2,147.72,161.46,6.38,21.48,159.97,1
55,CP100,CB250,690.61,1040.52,7.2,148.26,162.95,6.4,21.56,161.55,1
56,CP100,CB250,687.77,1045.68,7.2,148.79,164.25,6.33,21.7,162.89,1
57,CP100,CB250,684.97,1050.75,7.2,149.31,165.09,6.27,21.77,164.18,1
58,CP100,CB250,682.22,1055.73,7.2,149.82,166.33,6.22,21.81,165.59,1
59,CP100,CB250,679.52,1060.64,7.2,150.32,167.45,6.18,21.84,166.86,1
60,CP100,CB250,676.86,1065.46,7.2,150.82,168.87,6.19,21.93,168.11,1
61,CP100,CB250,674.25,1070.2,7.2,151.3,169.91,6.21,21.99,169.39,1
62,CP100,CB250,671.68,1074.87,7.2,151.78,170.98,6.16,22.03,170.67,1
63,CP100,CB250,669.15,1079.45,7.2,152.25,172.04,6.15,22.12,171.74,1
64,CP100,CB250,666.66,1083.96,7.2,152.71,173.13,6.15,22.23,172.97,1
65,CP100,CB250,664.22,1088.4,7.2,153.17,174.3,6.09,22.35,174.19,1
66,CP100,CB250,661.81,1092.76,7.2,153.62,175.48,6.04,22.41,175.23,1
67,CP100,CB250,659.45,1097.04,7.2,154.06,176.79,6.07,22.49,176.21,1
68,CP100,CB250,657.13,1101.26,7.2,154.49,177.83,6.11,22.59,177.62,1
69,CP100,CB250,654.84,1105.41,7.2,154.91,178.81,6.1,22.66,178.57,1
70,CP100,CB250,652.59,1109.48,7.2,155.33,179.91,6.13,22.74,179.97,1
71,CP100,CB250,650.38,1113.49,7.2,155.74,181.01,6.1,22.84,181.18,1
72,CP100,CB250,648.21,1117.43,7.2,156.15,181.99,6.09,22.96,182.38,1
73,CP100,CB250,646.07,1121.31,7.2,156.54,182.82,6.07,22.96,183.76,1
74,CP100,CB250,643.97,1125.12,7.2,156.94,183.81,6.02,23.11,185.1,1
75,CP100,CB250,641.91,1128.87,7.2,157.32,184.52,6.04,23.15,186.15,1
76,CP100,CB250,639.87,1132.55,7.2,157.7,185.37,6.06,23.3,187.25,1
77,CP100,CB250,637.87,1136.18,7.2,158.07,186.27,6.08,23.43,188.44,1
78,CP100,CB250,635.87,1139.74,7.2,158.44,187.17,6.08,23.49,189.74,1
79,CP100,CB250,633.87,1143.25,7.2,158.79,188.27,6.09,23.52,190.76,1
80,CP100,CB250,631.87,1146.69,7.2,159.15,189.35,6.08,23.57,192.06,1
81,CP100,CB250,629.87,1150.08,7.2,159.5,190.26,6.11,23.67,193.47,1
82,CP100,CB250,627.87,1153.41,7.2,159.84,191.31,6.09,23.78,194.81,1
83,CP100,CB250,625.87,1156.69,7.2,160.17,192.3,6.09,23.93,195.86,1
84,CP100,CB250,623.87,1159.91,7.2,160.5,193.26,6.08,23.93,197.33,1
85,CP100,CB250,621.87,1163.08,7.2,160.83,193.95,6.09,24.04,198.5,1
86,CP100,CB250,619.87,1166.19,7.2,161.15,194.94,6.12,24.11,199.65,1
87,CP100,CB250,617.87,1169.26,7.2,161.46,195.87,6.07,24.16,201.06,1
88,CP100,CB250,615.87,1172.27,7.2,161.77,196.67,6.03,24.22,202.09,1
89,CP100,CB250,613.87,1175.23,7.2,162.08,197.43,6.04,24.29,203.32,1
90,CP100,CB250,611.87,1178.14,7.2,162.37,198.14,6.0,24.4,204.53,1
91,CP100,CB250,609.87,1181.01,7.2,162.67,198.87,6.04,24.39,205.46,1
92,CP100,CB250,607.87,1183.83,7.2,162.96,199.64,6.05,24.48,206.65,1
93,CP100,CB250,605.87,1186.59,7.2,163.24,200.23,6.04,24.56,207.75,1
94,CP100,CB250,603.87,1189.32,7.2,163.52,201.05,6.01,24.58,208.95,1
95,CP100,CB250,601.87,1192.0,7.2,163.79,201.8,6.03,24.56,210.18,1
96,CP100,CB250,599.87,1194.63,7.2,164.06,202.46,5.98,24.59,211.19,1
97,CP100,CB250,597.87,1197.22,7.2,164.33,203.38,5.95,24.67,212.13,1
98,CP100,CB250,595.87,1199.77,7.2,164.59,204.47,5.95,24.77,213.27,1
99,CP100,CB250,593.87,1202.27,7.2,164.85,204.93,5.95,24.79,214.17,1
100,CP100,CB250,591.87,1204.73,7.2,165.1,205.58,5.95,24.89,215.15,1
101,CP100,CB250,589.87,1207.15,7.2,165.35,206.23,5.97,24.98,216.17,1
102,CP100,CB250,587.87,1209.53,7.2,165.59,207.08,5.94,25.07,217.13,1
103,CP100,CB250,585.87,1211.87,7.2,165.83,207.79,5.96,25.11,218.17,1
104,CP100,CB250,583.87,1214.18,7.2,166.07,208.29,5.97,25.16,219.33,1
105,CP100,CB250,581.87,1216.44,7.2,166.3,208.98,5.97,25.22,220.44,1
106,CP100,CB250,579.87,1218.67,7.2,166.53,209.68,5.97,25.28,221.36,1
107,CP100,CB250,577.87,1220.86,7.2,166.75,210.24,5.97,25.32,222.48,1
108,CP100,CB250,575.87,1223.01,7.2,166.98,211.08,5.94,25.42,223.56,1
109,CP100,CB250,573.87,1225.12,7.2,167.19,211.68,5.96,25.53,224.48,1
110,CP100,CB250,571.87,1227.21,7.2,167.41,212.49,5.97,25.6,225.65,1
111,CP100,CB250,569.87,1229.25,7.2,167.62,212.88,5.94,25.63,226.92,1
112,CP100,CB250,567.87,1231.26,7.2,167.82,213.27,5.95,25.66,228.0,1
113,CP100,CB250,565.87,1233.24,7.2,168.02,213.85,5.95,25.72,228.92,1
114,CP100,CB250,563.87,1235.19,7.2,168.22,214.42,5.93,25.73,229.78,1
115,CP100,CB250,561.87,1237.1,7.2,168.42,215.28,5.89,25.78,230.97,1
116,CP100,CB250,559.87,1238.98,7.2,168.61,215.79,5.89,25.8,231.89,1
117,CP100,CB250,557.87,1240.83,7.2,168.8,216.2,5.84,25.84,232.86,1
118,CP100,CB250,555.87,1242.65,7.2,168.99,216.85,5.89,25.92,233.47,1
119,CP100,CB250,553.87,1244.44,7.2,169.17,217.11,5.84,25.96,234.39,1
120,CP100,CB250,551.87,1246.2,7.2,169.35,217.57,5.82,25.95,235.52,1
121,CP100,CB250,549.87,1247.93,7.2,169.53,218.11,5.75,26.07,236.07,1
122,CP100,CB250,547.87,1249.63,7.2,169.71,218.73,5.81,26.11,236.96,1
123,CP100,CB250,545.87,1251.31,7.2,169.88,219.27,5.78,26.14,237.67,1
124,CP100,CB250,543.87,1252.95,7.2,170.05,219.55,5.78,26.22,238.52,1
125,CP100,CB250,541.87,1254.57,7.2,170.21,220.08,5.8,26.3,239.47,1
126,CP100,CB250,539.87,1256.16,7.2,170.38,220.95,5.88,26.38,240.53,1
127,CP100,CB250,537.87,1257.72,7.2,170.54,221.76,5.89,26.42,241.59,1
128,CP100,CB250,535.87,1259.26,7.2,170.69,222.42,5.83,26.48,242.11,1
129,CP100,CB250,533.87,1260.77,7.2,170.85,223.04,5.8,26.55,243.01,1
130,CP100,CB250,531.87,1262.27,7.2,171.0,223.49,5.85,26.58,243.9,1
131,CP100,CB250,529.87,1263.77,7.2,171.15,224.13,5.83,26.52,244.94,1
132,CP100,CB250,527.87,1265.27,7.2,171.3,224.54,5.79,26.57,245.75,1
133,CP100,CB250,525.87,1266.77,7.2,171.44,224.91,5.77,26.57,246.57,1
134,CP100,CB250,523.87,1268.27,7.2,171.59,225.46,5.83,26.61,247.14,1
135,CP100,CB250,521.87,1269.77,7.2,171.73,225.99,5.87,26.64,247.74,1
136,CP100,CB250,520.0,1271.27,7.2,171.86,226.59,5.88,26.77,248.58,1
137,CP100,CB250,520.0,1272.77,7.2,172.0,227.02,5.91,26.87,249.51,1
138,CP100,CB250,520.0,1274.27,7.2,172.13,227.21,5.9,26.95,250.17,1
139,CP100,CB250,520.0,1275.77,7.2,172.26,227.75,5.87,27.04,250.66,1
140,CP100,CB250,520.0,1277.27,7.2,172.39,228.04,5.91,27.03,251.07,1
141,CP100,CB250,520.0,1278.77,7.2,172.52,228.42,5.91,27.09,251.85,1
142,CP100,CB250,520.0,1280.27,7.2,172.64,228.97,5.9,27.19,252.68,1
143,CP100,CB250,520.0,1281.77,7.2,172.77,229.49,5.87,27.23,253.37,1
144,CP100,CB250,520.0,1283.27,7.2,172.89,230.09,5.88,27.27,254.07,1
